ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE FURTO;DIA DA SEMANA
134;INDEPENDENCIA;700;CENTRO;2024;24/01/2024;11:00:00;SAO LEOPOLDO;INDEPENDENCIA, 700, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
135;MAUA;3585;PADRE REUS;2024;24/01/2024;08:00:00;SAO LEOPOLDO;MAUA, 3585, PADRE REUS, SAO LEOPOLDO;SIMPLES;quarta-feira
136;PAROBE;1640;SCHARLAU;2024;24/01/2024;22:00:00;SAO LEOPOLDO;PAROBE, 1640, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
137;CAXIAS DO SUL;0;RIO DOS SINOS;2024;25/01/2024;21:30:00;SAO LEOPOLDO;CAXIAS DO SUL, 0, RIO DOS SINOS, SAO LEOPOLDO;VEICULO;quinta-feira
138;CARAMURU;578;CAMPINA;2024;26/01/2024;03:00:00;SAO LEOPOLDO;CARAMURU, 578, CAMPINA, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
139;LEONEL DE MOURA BRIZOLA;234;FAZENDA SAO BORJA;2024;26/01/2024;06:30:00;SAO LEOPOLDO;LEONEL DE MOURA BRIZOLA, 234, FAZENDA SAO BORJA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
140;THOMAS EDSON;2943;SAO JOAO BATISTA;2024;26/01/2024;02:00:00;SAO LEOPOLDO;THOMAS EDSON, 2943, SAO JOAO BATISTA, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
141;CAMPO BOM;4;CAMPINA;2024;27/01/2024;19:00:00;SAO LEOPOLDO;CAMPO BOM, 4, CAMPINA, SAO LEOPOLDO;VEICULO;sábado
142;PAROBE;80;SCHARLAU;2024;27/01/2024;05:00:00;SAO LEOPOLDO;PAROBE, 80, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sábado
143;PORTO BATISTA;90;CAMPINA;2024;27/01/2024;00:00:00;SAO LEOPOLDO;PORTO BATISTA, 90, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
144;PORTUGAL;125;ARROIO DA MANTEIGA;2024;27/01/2024;05:00:00;SAO LEOPOLDO;PORTUGAL, 125, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;sábado
145;THARCILO NUNES;1878;SANTO ANDRE;2024;27/01/2024;06:30:00;SAO LEOPOLDO;THARCILO NUNES, 1878, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;sábado
146;ALBERTO BINS;631;SAO JOAO BATISTA;2024;28/01/2024;17:00:00;SAO LEOPOLDO;ALBERTO BINS, 631, SAO JOAO BATISTA, SAO LEOPOLDO;COMERCIO;domingo
147;ANDRE EBLING;29;SANTO ANDRE;2024;28/01/2024;23:30:00;SAO LEOPOLDO;ANDRE EBLING, 29, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;domingo
148;CAMPINA;1455;CAMPINA;2024;28/01/2024;18:30:00;SAO LEOPOLDO;CAMPINA, 1455, CAMPINA, SAO LEOPOLDO;VEICULO;domingo
149;CONCEICAO;279;CENTRO;2024;28/01/2024;18:00:00;SAO LEOPOLDO;CONCEICAO, 279, CENTRO, SAO LEOPOLDO;QUALIFICADO;domingo
150;FEITORIA;4939;FEITORIA;2024;28/01/2024;17:00:00;SAO LEOPOLDO;FEITORIA, 4939, FEITORIA, SAO LEOPOLDO;SIMPLES;domingo
151;THOMAS EDSON;2598;VICENTINA;2024;28/01/2024;18:00:00;SAO LEOPOLDO;THOMAS EDSON, 2598, VICENTINA, SAO LEOPOLDO;SIMPLES;domingo
152;CONCEICAO;769;CENTRO;2024;29/01/2024;19:30:00;SAO LEOPOLDO;CONCEICAO, 769, CENTRO, SAO LEOPOLDO;SIMPLES;segunda-feira
153;COXILHA DA CRUZ;55;SANTO ANDRE;2024;29/01/2024;12:00:00;SAO LEOPOLDO;COXILHA DA CRUZ, 55, SANTO ANDRE, SAO LEOPOLDO;QUALIFICADO;segunda-feira
154;JOAO CORREA;657;SAO JOSE;2024;29/01/2024;20:30:00;SAO LEOPOLDO;JOAO CORREA, 657, SAO JOSE, SAO LEOPOLDO;SIMPLES;segunda-feira
155;JOSE BONIFACIO;910;CENTRO;2024;29/01/2024;21:00:00;SAO LEOPOLDO;JOSE BONIFACIO, 910, CENTRO, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
156;OTTO DAUDT;155;FEITORIA;2024;29/01/2024;06:00:00;SAO LEOPOLDO;OTTO DAUDT, 155, FEITORIA, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
157;ADAO HOEFEL;387;RIO DOS SINOS;2024;30/01/2024;02:00:00;SAO LEOPOLDO;ADAO HOEFEL, 387, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;terça-feira
158;CARAMURU;578;CAMPINA;2024;30/01/2024;12:30:00;SAO LEOPOLDO;CARAMURU, 578, CAMPINA, SAO LEOPOLDO;FIOS E CABOS;terça-feira
159;CEL RANDOLFO GUASQUE;506;ARROIO DA MANTEIGA;2024;30/01/2024;02:00:00;SAO LEOPOLDO;CEL RANDOLFO GUASQUE, 506, ARROIO DA MANTEIGA, SAO LEOPOLDO;FIOS E CABOS;terça-feira
160;GRACILIANO RAMOS;230;SAO JOSE;2024;30/01/2024;01:30:00;SAO LEOPOLDO;GRACILIANO RAMOS, 230, SAO JOSE, SAO LEOPOLDO;FIOS E CABOS;terça-feira
161;INDEPENDENCIA;789;CENTRO;2024;30/01/2024;13:00:00;SAO LEOPOLDO;INDEPENDENCIA, 789, CENTRO, SAO LEOPOLDO;SIMPLES;terça-feira
162;PAROBE;201;SCHARLAU;2024;30/01/2024;11:00:00;SAO LEOPOLDO;PAROBE, 201, SCHARLAU, SAO LEOPOLDO;CELULAR;terça-feira
163;THOMAS EDSON;2598;VICENTINA;2024;30/01/2024;16:00:00;SAO LEOPOLDO;THOMAS EDSON, 2598, VICENTINA, SAO LEOPOLDO;SIMPLES;terça-feira
164;ADELPHO PINTO;46;FEITORIA;2024;31/01/2024;10:30:00;SAO LEOPOLDO;ADELPHO PINTO, 46, FEITORIA, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
165;ARNALDO PEREIRA DA SILVA;1223;SANTOS DUMONT;2024;31/01/2024;16:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1223, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;quarta-feira
166;ARNALDO PEREIRA DA SILVA;0;SANTOS DUMONT;2024;31/01/2024;08:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 0, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;quarta-feira
167;BENTO GONCALVES;906;CENTRO;2024;31/01/2024;23:30:00;SAO LEOPOLDO;BENTO GONCALVES, 906, CENTRO, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
168;CEREJEIRAS VERMELHA;130;SANTOS DUMONT;2024;31/01/2024;11:00:00;SAO LEOPOLDO;CEREJEIRAS VERMELHA, 130, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;quarta-feira
169;MADRE PAULINA;103;FEITORIA;2024;31/01/2024;06:00:00;SAO LEOPOLDO;MADRE PAULINA, 103, FEITORIA, SAO LEOPOLDO;QUALIFICADO;quarta-feira
170;SAO MIGUEL;50;SAO JOSE;2024;31/01/2024;12:30:00;SAO LEOPOLDO;SAO MIGUEL, 50, SAO JOSE, SAO LEOPOLDO;SIMPLES;quarta-feira
171;THEODOMIRO PORTO DA FONSECA;73;CENTRO;2024;31/01/2024;15:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 73, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
172;MARQUES DO HERVAL;754;CENTRO;2024;01/02/2024;09:30:00;SAO LEOPOLDO;MARQUES DO HERVAL, 754, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
173;PAROBE;SN;ARROIO DA MANTEIGA;2024;01/02/2024;19:00:00;SAO LEOPOLDO;PAROBE, SN, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;quinta-feira
174;THEODOMIRO PORTO DA FONSECA;799;FIAO;2024;01/02/2024;09:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 799, FIAO, SAO LEOPOLDO;VEICULO;quinta-feira
175;THEODOMIRO PORTO DA FONSECA;277;CENTRO;2024;01/02/2024;16:30:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 277, CENTRO, SAO LEOPOLDO;VEICULO;quinta-feira
176;BELEM;358;SCHARLAU;2024;02/02/2024;02:30:00;SAO LEOPOLDO;BELEM, 358, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
177;CAXIAS DO SUL;194;RIO DOS SINOS;2024;02/02/2024;09:30:00;SAO LEOPOLDO;CAXIAS DO SUL, 194, RIO DOS SINOS, SAO LEOPOLDO;SIMPLES;sexta-feira
178;CEL RANDOLFO GUASQUE;525;ARROIO DA MANTEIGA;2024;02/02/2024;01:00:00;SAO LEOPOLDO;CEL RANDOLFO GUASQUE, 525, ARROIO DA MANTEIGA, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
179;IMPERATRIZ LEOPOLDINA;420;SAO JOSE;2024;02/02/2024;10:00:00;SAO LEOPOLDO;IMPERATRIZ LEOPOLDINA, 420, SAO JOSE, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
180;IMPERATRIZ LEOPOLDINA;1;SAO JOSE;2024;02/02/2024;22:30:00;SAO LEOPOLDO;IMPERATRIZ LEOPOLDINA, 1, SAO JOSE, SAO LEOPOLDO;CELULAR;sexta-feira
181;MAUA;657;CENTRO;2024;02/02/2024;12:00:00;SAO LEOPOLDO;MAUA, 657, CENTRO, SAO LEOPOLDO;QUALIFICADO;sexta-feira
182;OLVINDO SANTO TREMARIN;372;ARROIO DA MANTEIGA;2024;02/02/2024;10:30:00;SAO LEOPOLDO;OLVINDO SANTO TREMARIN, 372, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;sexta-feira
183;THEODOMIRO PORTO DA FONSECA;799;FIAO;2024;02/02/2024;10:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 799, FIAO, SAO LEOPOLDO;VEICULO;sexta-feira
184;SENADOR SALGADO FILHO;920;CAMPINA;2024;03/02/2024;14:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 920, CAMPINA, SAO LEOPOLDO;VEICULO;sábado
185;SENADOR SALGADO FILHO;3503;SANTOS DUMONT;2024;03/02/2024;14:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 3503, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sábado
186;CAMPO BOM;148;CAMPINA;2024;04/02/2024;10:00:00;SAO LEOPOLDO;CAMPO BOM, 148, CAMPINA, SAO LEOPOLDO;SIMPLES;domingo
187;PRESIDENTE ROOSEVELT;864;CENTRO;2024;04/02/2024;03:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 864, CENTRO, SAO LEOPOLDO;COMERCIO;domingo
188;THEODOMIRO PORTO DA FONSECA;87;CENTRO;2024;04/02/2024;15:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 87, CENTRO, SAO LEOPOLDO;SIMPLES;domingo
189;ANGOLA;99;FEITORIA;2024;05/02/2024;08:00:00;SAO LEOPOLDO;ANGOLA, 99, FEITORIA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
190;ANTONIO JUSTO;110;SANTO ANDRE;2024;05/02/2024;20:00:00;SAO LEOPOLDO;ANTONIO JUSTO, 110, SANTO ANDRE, SAO LEOPOLDO;RESIDENCIA;segunda-feira
191;PRIMEIRO DE MARCO;1261;FIAO;2024;05/02/2024;15:30:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 1261, FIAO, SAO LEOPOLDO;SIMPLES;segunda-feira
192;THOMAS EDSON;2929;SCHARLAU;2024;05/02/2024;10:00:00;SAO LEOPOLDO;THOMAS EDSON, 2929, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
193;IMPERATRIZ LEOPOLDINA;1617;PINHEIRO;2024;06/02/2024;09:30:00;SAO LEOPOLDO;IMPERATRIZ LEOPOLDINA, 1617, PINHEIRO, SAO LEOPOLDO;QUALIFICADO;terça-feira
194;INDEPENDENCIA;375;CENTRO;2024;06/02/2024;15:00:00;SAO LEOPOLDO;INDEPENDENCIA, 375, CENTRO, SAO LEOPOLDO;SIMPLES;terça-feira
195;INDEPENDENCIA;375;CENTRO;2024;06/02/2024;15:00:00;SAO LEOPOLDO;INDEPENDENCIA, 375, CENTRO, SAO LEOPOLDO;SIMPLES;terça-feira
196;OSCAR BOEIRA;119;SANTOS DUMONT;2024;06/02/2024;07:00:00;SAO LEOPOLDO;OSCAR BOEIRA, 119, SANTOS DUMONT, SAO LEOPOLDO;COMERCIO;terça-feira
197;SAO BORJA;2035;FAZENDA SAO BORJA;2024;06/02/2024;18:30:00;SAO LEOPOLDO;SAO BORJA, 2035, FAZENDA SAO BORJA, SAO LEOPOLDO;VEICULO;terça-feira
198;CEL RANDOLFO GUASQUE;417;ARROIO DA MANTEIGA;2024;07/02/2024;01:30:00;SAO LEOPOLDO;CEL RANDOLFO GUASQUE, 417, ARROIO DA MANTEIGA, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
199;INDEPENDENCIA;654;CENTRO;2024;07/02/2024;08:30:00;SAO LEOPOLDO;INDEPENDENCIA, 654, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
200;SAO BORJA;576;RIO BRANCO;2024;07/02/2024;11:00:00;SAO LEOPOLDO;SAO BORJA, 576, RIO BRANCO, SAO LEOPOLDO;VEICULO;quarta-feira
201;ALCEU WAMOSY;55;RIO DOS SINOS;2024;08/02/2024;04:00:00;SAO LEOPOLDO;ALCEU WAMOSY, 55, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;quinta-feira
202;BRASIL;SN;SAO MIGUEL;2024;08/02/2024;13:00:00;SAO LEOPOLDO;BRASIL, SN, SAO MIGUEL, SAO LEOPOLDO;SIMPLES;quinta-feira
203;FEITORIA;4288;FEITORIA;2024;08/02/2024;20:30:00;SAO LEOPOLDO;FEITORIA, 4288, FEITORIA, SAO LEOPOLDO;SIMPLES;quinta-feira
204;INDEPENDENCIA;487;CENTRO;2024;08/02/2024;13:30:00;SAO LEOPOLDO;INDEPENDENCIA, 487, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
205;INTEGRACAO;861;FEITORIA;2024;08/02/2024;09:00:00;SAO LEOPOLDO;INTEGRACAO, 861, FEITORIA, SAO LEOPOLDO;SIMPLES;quinta-feira
206;MAUA;2051;MORRO DO ESPELHO;2024;08/02/2024;08:00:00;SAO LEOPOLDO;MAUA, 2051, MORRO DO ESPELHO, SAO LEOPOLDO;SIMPLES;quinta-feira
207;PARANA;1042;SCHARLAU;2024;08/02/2024;09:00:00;SAO LEOPOLDO;PARANA, 1042, SCHARLAU, SAO LEOPOLDO;SIMPLES;quinta-feira
208;POTTENSTEIN;1253;FEITORIA;2024;08/02/2024;06:00:00;SAO LEOPOLDO;POTTENSTEIN, 1253, FEITORIA, SAO LEOPOLDO;QUALIFICADO;quinta-feira
209;PAROBE;236;SCHARLAU;2024;09/02/2024;12:30:00;SAO LEOPOLDO;PAROBE, 236, SCHARLAU, SAO LEOPOLDO;VEICULO;sexta-feira
210;BENTO GONCALVES;906;CENTRO;2024;10/02/2024;04:00:00;SAO LEOPOLDO;BENTO GONCALVES, 906, CENTRO, SAO LEOPOLDO;COMERCIO;sábado
211;DOS SABIAS;67;SCHARLAU;2024;10/02/2024;02:30:00;SAO LEOPOLDO;DOS SABIAS, 67, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sábado
212;INDEPENDENCIA;700;CENTRO;2024;10/02/2024;11:00:00;SAO LEOPOLDO;INDEPENDENCIA, 700, CENTRO, SAO LEOPOLDO;QUALIFICADO;sábado
213;INDEPENDENCIA;382;CENTRO;2024;10/02/2024;04:30:00;SAO LEOPOLDO;INDEPENDENCIA, 382, CENTRO, SAO LEOPOLDO;SIMPLES;sábado
214;JAIME BIZ;625;SCHARLAU;2024;10/02/2024;20:00:00;SAO LEOPOLDO;JAIME BIZ, 625, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sábado
215;MARIO TOTA;252;RIO BRANCO;2024;10/02/2024;03:00:00;SAO LEOPOLDO;MARIO TOTA, 252, RIO BRANCO, SAO LEOPOLDO;FIOS E CABOS;sábado
216;PORTO BELO UNIAO;104;CAMPINA;2024;10/02/2024;00:00:00;SAO LEOPOLDO;PORTO BELO UNIAO, 104, CAMPINA, SAO LEOPOLDO;QUALIFICADO;sábado
217;PRESIDENTE LUCENA;973;SCHARLAU;2024;10/02/2024;07:00:00;SAO LEOPOLDO;PRESIDENTE LUCENA, 973, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;sábado
218;SANTO ANGELO;571;SANTA TERESA;2024;10/02/2024;14:00:00;SAO LEOPOLDO;SANTO ANGELO, 571, SANTA TERESA, SAO LEOPOLDO;SIMPLES;sábado
219;ARNO SCHUCH;187;VICENTINA;2024;11/02/2024;09:30:00;SAO LEOPOLDO;ARNO SCHUCH, 187, VICENTINA, SAO LEOPOLDO;RESIDENCIA;domingo
220;GERMANO HAUSCHILD;170;CRISTO REI;2024;11/02/2024;17:00:00;SAO LEOPOLDO;GERMANO HAUSCHILD, 170, CRISTO REI, SAO LEOPOLDO;COMERCIO;domingo
221;JOAO CORREA;657;CENTRO;2024;11/02/2024;08:00:00;SAO LEOPOLDO;JOAO CORREA, 657, CENTRO, SAO LEOPOLDO;SIMPLES;domingo
222;PAROBE;0;ARROIO DA MANTEIGA;2024;11/02/2024;22:30:00;SAO LEOPOLDO;PAROBE, 0, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;domingo
223;SALDANHA DA GAMA;508;CENTRO;2024;11/02/2024;21:30:00;SAO LEOPOLDO;SALDANHA DA GAMA, 508, CENTRO, SAO LEOPOLDO;SIMPLES;domingo
224;SANTO AGOSTINHO;686;SAO MIGUEL;2024;11/02/2024;04:00:00;SAO LEOPOLDO;SANTO AGOSTINHO, 686, SAO MIGUEL, SAO LEOPOLDO;RESIDENCIA;domingo
225;THEODOMIRO PORTO DA FONSECA;799;FIAO;2024;11/02/2024;01:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 799, FIAO, SAO LEOPOLDO;CELULAR;domingo
226;ANDRE EBLING;194;SANTO ANDRE;2024;12/02/2024;07:00:00;SAO LEOPOLDO;ANDRE EBLING, 194, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
227;ANDRE EBLING;194;SANTO ANDRE;2024;12/02/2024;01:00:00;SAO LEOPOLDO;ANDRE EBLING, 194, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
228;IPE ROXO;201;SANTOS DUMONT;2024;12/02/2024;07:30:00;SAO LEOPOLDO;IPE ROXO, 201, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;segunda-feira
229;MAUA;2035;SANTOS DUMONT;2024;12/02/2024;15:00:00;SAO LEOPOLDO;MAUA, 2035, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;segunda-feira
230;MAUA;3164;MORRO DO ESPELHO;2024;12/02/2024;19:30:00;SAO LEOPOLDO;MAUA, 3164, MORRO DO ESPELHO, SAO LEOPOLDO;CELULAR;segunda-feira
231;FRIEDRICH ALBRECHT;180;CAMPINA;2024;13/02/2024;12:00:00;SAO LEOPOLDO;FRIEDRICH ALBRECHT, 180, CAMPINA, SAO LEOPOLDO;SIMPLES;terça-feira
232;PRESIDENTE LUCENA;1251;SCHARLAU;2024;13/02/2024;09:00:00;SAO LEOPOLDO;PRESIDENTE LUCENA, 1251, SCHARLAU, SAO LEOPOLDO;QUALIFICADO;terça-feira
233;ARNALDO PEREIRA DA SILVA;1223;SANTOS DUMONT;2024;14/02/2024;19:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1223, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;quarta-feira
234;DOUTOR MARIO SPERB;1971;JARDIM AMERICA;2024;14/02/2024;00:00:00;SAO LEOPOLDO;DOUTOR MARIO SPERB, 1971, JARDIM AMERICA, SAO LEOPOLDO;COMERCIO;quarta-feira
235;JOSE FRANCISCO;219;DUQUE DE CAXIAS;2024;14/02/2024;19:30:00;SAO LEOPOLDO;JOSE FRANCISCO, 219, DUQUE DE CAXIAS, SAO LEOPOLDO;SIMPLES;quarta-feira
236;PAROBE;4027;ARROIO DA MANTEIGA;2024;14/02/2024;00:30:00;SAO LEOPOLDO;PAROBE, 4027, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quarta-feira
237;PRESIDENTE LUCENA;1251;SCHARLAU;2024;14/02/2024;08:00:00;SAO LEOPOLDO;PRESIDENTE LUCENA, 1251, SCHARLAU, SAO LEOPOLDO;RESIDENCIA;quarta-feira
238;ALFREDO GERHARDT;601;SAO MIGUEL;2024;15/02/2024;00:00:00;SAO LEOPOLDO;ALFREDO GERHARDT, 601, SAO MIGUEL, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
239;JOSE BONIFACIO;929;CENTRO;2024;15/02/2024;08:00:00;SAO LEOPOLDO;JOSE BONIFACIO, 929, CENTRO, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
240;PAROBE;4300;ARROIO DA MANTEIGA;2024;15/02/2024;08:00:00;SAO LEOPOLDO;PAROBE, 4300, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quinta-feira
241;THEODOMIRO PORTO DA FONSECA;503;FIAO;2024;15/02/2024;15:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 503, FIAO, SAO LEOPOLDO;CELULAR;quinta-feira
242;VITOR HUGO;296;MORRO DO ESPELHO;2024;15/02/2024;03:00:00;SAO LEOPOLDO;VITOR HUGO, 296, MORRO DO ESPELHO, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
243;ARNALDO PEREIRA DA SILVA;1223;SANTOS DUMONT;2024;16/02/2024;18:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1223, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;sexta-feira
244;FEITORIA;4355;FEITORIA;2024;16/02/2024;07:30:00;SAO LEOPOLDO;FEITORIA, 4355, FEITORIA, SAO LEOPOLDO;SIMPLES;sexta-feira
245;LUIZ ANTONIO FERRAZ NUNES;50;ARROIO DA MANTEIGA;2024;16/02/2024;17:00:00;SAO LEOPOLDO;LUIZ ANTONIO FERRAZ NUNES, 50, ARROIO DA MANTEIGA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
246;MECA;26;ARROIO DA MANTEIGA;2024;16/02/2024;15:00:00;SAO LEOPOLDO;MECA, 26, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;sexta-feira
247;PAROBE;1200;SCHARLAU;2024;16/02/2024;19:00:00;SAO LEOPOLDO;PAROBE, 1200, SCHARLAU, SAO LEOPOLDO;COMERCIO;sexta-feira
248;CORONEL AUGUSTO TELES FERREIRA;71;ARROIO DA MANTEIGA;2024;17/02/2024;23:30:00;SAO LEOPOLDO;CORONEL AUGUSTO TELES FERREIRA, 71, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;sábado
249;FEITORIA;4730;FEITORIA;2024;17/02/2024;11:30:00;SAO LEOPOLDO;FEITORIA, 4730, FEITORIA, SAO LEOPOLDO;SIMPLES;sábado
250;FEITORIA;4825;FEITORIA;2024;17/02/2024;13:00:00;SAO LEOPOLDO;FEITORIA, 4825, FEITORIA, SAO LEOPOLDO;CELULAR;sábado
251;LUIS EBLING;67;SANTO ANDRE;2024;17/02/2024;23:30:00;SAO LEOPOLDO;LUIS EBLING, 67, SANTO ANDRE, SAO LEOPOLDO;QUALIFICADO;sábado
252;SANTA CATARINA;940;SCHARLAU;2024;17/02/2024;10:30:00;SAO LEOPOLDO;SANTA CATARINA, 940, SCHARLAU, SAO LEOPOLDO;CELULAR;sábado
253;DAS BROMELIAS;18;SANTOS DUMONT;2024;18/02/2024;00:00:00;SAO LEOPOLDO;DAS BROMELIAS, 18, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;domingo
254;LIMA E SILVA;SN;SANTOS DUMONT;2024;18/02/2024;23:00:00;SAO LEOPOLDO;LIMA E SILVA, SN, SANTOS DUMONT, SAO LEOPOLDO;CELULAR;domingo
255;SAO BORJA;774;RIO BRANCO;2024;18/02/2024;02:00:00;SAO LEOPOLDO;SAO BORJA, 774, RIO BRANCO, SAO LEOPOLDO;QUALIFICADO;domingo
256;SEMINARISTA WENDELINO PLEIN;55;CAMPINA;2024;18/02/2024;08:00:00;SAO LEOPOLDO;SEMINARISTA WENDELINO PLEIN, 55, CAMPINA, SAO LEOPOLDO;SIMPLES;domingo
257;ANDRE EBLING;772;SANTO ANDRE;2024;19/02/2024;23:30:00;SAO LEOPOLDO;ANDRE EBLING, 772, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
258;ANDRE EBLING;772;SANTO ANDRE;2024;19/02/2024;02:00:00;SAO LEOPOLDO;ANDRE EBLING, 772, SANTO ANDRE, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
259;EPIFANIO FOGACA;64;CRISTO REI;2024;19/02/2024;08:00:00;SAO LEOPOLDO;EPIFANIO FOGACA, 64, CRISTO REI, SAO LEOPOLDO;RESIDENCIA;segunda-feira
260;LINDOLFO COLLOR;1020;CENTRO;2024;19/02/2024;01:00:00;SAO LEOPOLDO;LINDOLFO COLLOR, 1020, CENTRO, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
261;PAROBE;705;SCHARLAU;2024;19/02/2024;14:30:00;SAO LEOPOLDO;PAROBE, 705, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira
262;PAROBE;592;SCHARLAU;2024;19/02/2024;04:00:00;SAO LEOPOLDO;PAROBE, 592, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira
263;PEDRO EBLING;228;SCHARLAU;2024;19/02/2024;04:30:00;SAO LEOPOLDO;PEDRO EBLING, 228, SCHARLAU, SAO LEOPOLDO;COMERCIO;segunda-feira
264;AGENOR GALHARDO;250;CAMPESTRE;2024;20/02/2024;08:00:00;SAO LEOPOLDO;AGENOR GALHARDO, 250, CAMPESTRE, SAO LEOPOLDO;FIOS E CABOS;terça-feira
265;ALBINO KAMPF;500;RIO DOS SINOS;2024;20/02/2024;18:30:00;SAO LEOPOLDO;ALBINO KAMPF, 500, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;terça-feira
266;CEL RANDOLFO GUASQUE;600;ARROIO DA MANTEIGA;2024;20/02/2024;01:30:00;SAO LEOPOLDO;CEL RANDOLFO GUASQUE, 600, ARROIO DA MANTEIGA, SAO LEOPOLDO;FIOS E CABOS;terça-feira
267;CORONEL ATALIBIO TAURINO DE REZENDE;3623;ARROIO DA MANTEIGA;2024;20/02/2024;06:30:00;SAO LEOPOLDO;CORONEL ATALIBIO TAURINO DE REZENDE, 3623, ARROIO DA MANTEIGA, SAO LEOPOLDO;COMERCIO;terça-feira
268;MAUA;2035;SANTOS DUMONT;2024;20/02/2024;09:00:00;SAO LEOPOLDO;MAUA, 2035, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;terça-feira
269;SAO MANOEL;39;PADRE REUS;2024;20/02/2024;01:30:00;SAO LEOPOLDO;SAO MANOEL, 39, PADRE REUS, SAO LEOPOLDO;ARROMBAMENTO;terça-feira
